profondeur,type_roche,ph,conductivite,distance_faille,humidite,teneur_or
433.88,Granit,5.99,125.42,791.34,26.02,0.0
254.99,Gabbro,8.48,127.2,333.12,6.3,3.21
79.04,Gabbro,8.04,346.53,180.6,16.22,13.18
116.77,Granit,7.32,431.09,279.54,15.39,12.07
327.36,Granit,6.02,199.66,332.64,12.34,6.15
216.66,Basalte,7.65,439.05,556.93,24.63,10.73
81.93,Gabbro,8.3,176.67,46.37,13.7,10.5
244.71,Granit,7.18,106.54,914.36,23.2,0.0
18.54,Gabbro,8.03,171.52,98.67,20.13,9.58
369.61,Granit,7.87,308.58,279.27,11.52,10.59
46.05,Schiste,7.07,189.9,109.29,13.0,7.84
318.27,Basalte,5.9,339.72,256.67,10.12,12.15
398.58,Granit,7.86,126.1,837.67,6.7,0.0
75.0,Calcaire,5.43,353.49,615.18,23.58,5.92
264.13,Granit,8.01,180.24,227.32,25.18,8.6
391.74,Schiste,8.12,233.38,871.76,9.98,0.0
137.71,Calcaire,8.2,283.3,800.71,23.46,0.73
89.83,Calcaire,6.63,346.25,753.65,34.46,5.24
175.04,Granit,5.37,126.97,847.63,7.23,0.0
281.8,Schiste,4.95,419.61,619.65,19.71,8.01
291.89,Calcaire,7.85,363.7,501.44,26.99,11.09
74.13,Basalte,8.49,124.71,373.94,6.38,0.0
234.21,Basalte,7.43,487.74,223.76,28.35,20.01
141.46,Gabbro,5.15,335.75,557.41,34.39,9.72
422.59,Gabbro,8.71,231.69,889.49,7.65,0.0
163.65,Schiste,8.95,87.19,593.98,29.67,0.0
420.97,Calcaire,6.45,271.28,919.61,16.36,0.0
220.0,Basalte,7.18,90.74,356.92,9.32,1.14
366.03,Basalte,8.0,220.45,695.14,19.8,1.58
259.93,Schiste,7.81,210.27,648.67,7.15,0.0
314.76,Calcaire,8.86,362.77,670.43,20.66,6.46
203.72,Schiste,5.02,104.27,645.04,5.58,0.0
386.42,Granit,7.11,412.72,221.65,26.86,17.55
218.34,Basalte,7.61,169.8,143.59,19.64,9.5
234.16,Schiste,8.51,227.55,978.63,18.77,0.0
263.66,Schiste,8.43,388.45,45.3,10.89,16.46
417.59,Granit,8.9,316.44,467.74,15.84,8.05
333.1,Gabbro,6.8,160.93,425.08,10.46,4.32
181.09,Basalte,8.24,199.24,360.02,27.06,7.02
338.46,Schiste,6.42,159.84,781.98,10.97,0.0
324.79,Basalte,6.4,301.44,745.35,23.5,3.25
466.2,Gabbro,5.64,172.99,905.22,13.39,0.0
422.29,Schiste,8.18,365.59,395.49,24.71,13.33
327.25,Granit,8.94,294.1,564.18,21.21,5.08
177.34,Basalte,5.65,81.4,892.31,17.7,0.0
391.99,Granit,4.75,162.03,993.85,25.19,0.0
291.85,Gabbro,8.17,118.51,969.29,17.47,0.0
492.78,Gabbro,7.29,201.25,717.84,29.64,4.65
131.28,Basalte,8.82,262.83,143.23,26.89,12.98
49.03,Gabbro,5.64,258.31,23.19,21.22,14.77
44.25,Calcaire,4.82,379.72,825.22,31.31,3.56
323.61,Basalte,6.72,102.69,840.94,29.87,0.0
470.24,Calcaire,4.88,473.77,746.36,20.96,10.48
10.95,Gabbro,5.68,177.99,279.92,7.05,4.23
365.63,Basalte,5.07,157.12,639.82,21.98,2.04
331.96,Calcaire,5.51,345.74,316.25,15.66,12.95
368.83,Gabbro,4.98,404.7,450.65,21.2,13.62
184.15,Schiste,8.79,195.45,382.44,24.41,6.08
412.04,Schiste,5.75,375.96,913.64,24.35,3.47
31.91,Granit,6.5,443.03,234.16,25.21,14.87
380.16,Schiste,8.54,385.73,577.61,25.38,9.98
140.87,Calcaire,7.55,26.76,360.98,8.28,0.0
243.65,Schiste,7.28,415.41,663.07,10.75,4.8
413.09,Basalte,7.68,389.5,564.56,23.92,10.66
142.97,Basalte,8.23,337.95,923.98,17.25,0.0
100.75,Basalte,8.45,382.41,101.61,27.89,17.47
343.84,Schiste,7.39,489.92,220.64,8.75,16.37
271.36,Schiste,8.51,221.25,766.35,10.75,0.0
262.06,Granit,6.91,42.94,368.79,21.75,0.99
135.82,Gabbro,5.75,235.84,165.78,20.02,11.95
27.09,Granit,8.46,32.75,503.32,12.99,0.0
211.03,Calcaire,6.94,154.18,652.14,17.25,0.0
62.21,Basalte,8.58,297.57,44.83,6.05,11.44
453.93,Schiste,4.68,161.72,291.62,6.11,6.28
30.21,Gabbro,6.29,345.84,809.42,7.85,0.0
221.51,Gabbro,8.77,412.77,520.24,22.3,10.6
35.6,Schiste,5.62,216.02,35.38,30.91,13.08
56.82,Granit,8.74,451.07,281.95,12.81,11.57
332.84,Gabbro,8.79,49.12,639.14,6.02,0.0
327.08,Granit,8.47,421.66,199.36,26.26,18.1
26.2,Schiste,7.04,416.0,827.39,30.66,3.46
10.55,Granit,7.41,167.78,676.58,9.15,0.0
48.62,Basalte,8.41,156.37,471.38,16.57,0.1
383.87,Schiste,7.99,159.5,915.62,9.76,0.0
296.44,Schiste,7.34,407.58,391.8,8.19,10.42
28.68,Gabbro,8.92,417.51,235.07,24.45,15.25
249.17,Gabbro,7.59,171.56,661.4,34.03,3.76
358.89,Gabbro,8.89,300.37,573.3,25.34,9.09
435.79,Basalte,4.76,78.08,335.25,34.54,8.77
467.68,Basalte,5.13,239.7,343.66,18.03,10.78
170.45,Calcaire,6.53,499.41,398.21,31.94,17.66
76.56,Schiste,6.23,87.83,291.14,11.15,0.67
126.09,Gabbro,8.02,474.31,710.24,8.54,5.63
390.32,Schiste,5.22,413.88,651.36,26.08,9.8
486.03,Granit,8.89,486.39,440.78,16.14,13.87
238.53,Basalte,5.92,97.99,397.85,14.53,1.65
159.62,Calcaire,6.43,114.62,365.05,25.14,4.46
220.3,Granit,5.74,18.26,283.47,15.0,0.58
159.36,Schiste,7.11,365.1,85.7,22.18,16.61
135.68,Basalte,4.76,325.61,268.2,13.98,10.27
300.94,Gabbro,5.17,97.25,321.2,28.51,7.95
17.71,Granit,7.86,397.66,547.68,14.37,4.73
137.18,Basalte,5.34,156.61,773.79,21.05,0.0
334.08,Schiste,5.56,76.15,395.7,5.7,0.24
25.71,Schiste,8.07,217.06,944.76,28.75,0.0
50.77,Granit,4.92,54.58,827.35,23.61,0.0
153.76,Granit,6.47,138.99,984.8,10.77,0.0
440.12,Granit,4.6,191.95,876.2,11.46,0.0
384.79,Calcaire,6.06,427.41,616.73,12.87,8.82
20.86,Gabbro,7.65,398.35,598.48,22.3,6.89
255.84,Basalte,4.91,226.95,129.53,21.45,13.16
144.6,Schiste,8.5,365.04,722.4,13.22,1.05
327.84,Schiste,8.59,288.64,600.21,25.82,6.28
363.56,Gabbro,4.97,177.01,506.93,31.67,8.33
432.8,Granit,8.96,365.68,693.29,6.31,3.52
242.95,Granit,5.84,344.91,444.05,17.52,7.69
497.28,Schiste,4.88,313.36,523.86,22.81,9.87
490.19,Gabbro,4.52,312.8,398.35,22.59,13.21
442.26,Schiste,6.34,344.66,717.37,5.59,2.47
291.69,Granit,7.33,198.43,876.61,11.32,0.0
205.02,Basalte,5.99,435.85,840.84,6.85,1.81
188.55,Granit,8.27,89.53,786.03,22.07,0.0
15.94,Basalte,7.72,443.1,13.79,24.36,19.39
132.1,Calcaire,6.08,177.72,911.88,9.79,0.0
362.22,Gabbro,7.8,71.27,274.88,14.99,5.84
305.78,Calcaire,8.73,304.01,887.97,14.89,0.0
459.05,Granit,4.92,194.23,196.97,29.59,13.41
34.51,Gabbro,5.88,409.59,439.65,10.84,8.64
86.09,Granit,6.58,221.08,749.4,21.45,0.0
396.73,Gabbro,6.74,337.6,640.28,28.49,9.33
185.67,Gabbro,6.94,161.05,415.92,29.89,6.76
67.99,Granit,5.85,112.63,678.62,25.0,0.0
498.26,Granit,7.5,200.14,548.95,13.99,2.92
395.75,Gabbro,7.4,307.34,275.74,29.69,16.63
210.28,Gabbro,7.1,331.9,646.33,27.26,7.19
413.44,Granit,5.01,293.32,204.25,26.13,15.22
343.5,Granit,6.65,494.15,693.99,7.02,6.69
397.09,Schiste,6.1,348.63,3.11,6.3,16.58
409.45,Schiste,6.71,466.44,548.77,25.86,13.1
51.52,Schiste,8.65,67.79,401.07,33.34,1.69
315.26,Calcaire,6.66,40.07,303.1,28.21,5.78
13.32,Gabbro,4.56,162.39,515.71,29.94,3.67
31.29,Basalte,6.47,76.93,645.31,21.35,0.0
452.95,Calcaire,8.19,267.68,965.31,14.14,0.0
268.51,Gabbro,8.01,264.3,833.06,25.33,1.59
370.59,Basalte,6.81,291.77,717.15,26.36,5.22
420.87,Schiste,5.62,375.16,478.97,25.26,12.51
475.3,Basalte,6.59,485.95,392.14,33.4,19.84
435.98,Granit,7.04,440.35,32.53,16.02,20.53
246.82,Granit,9.0,68.0,359.1,6.19,0.0
174.63,Gabbro,7.4,175.87,848.38,32.25,0.0
85.7,Calcaire,7.62,135.35,384.02,9.81,0.95
206.16,Schiste,6.71,96.64,461.58,25.92,2.41
189.58,Gabbro,6.1,276.92,271.83,31.2,13.5
284.19,Schiste,8.16,281.1,274.13,14.3,9.44
336.1,Granit,6.73,121.35,61.87,29.91,12.13
489.38,Calcaire,8.98,358.83,613.8,14.96,8.2
366.91,Calcaire,6.56,369.13,448.07,28.83,14.0
325.44,Granit,4.81,20.28,605.96,7.09,0.0
174.2,Basalte,7.57,203.92,546.89,24.66,3.73
26.91,Calcaire,4.71,446.17,798.84,25.31,4.74
151.18,Basalte,5.63,264.96,751.01,19.74,0.33
386.54,Schiste,6.09,180.34,771.45,25.61,0.05
110.58,Calcaire,7.83,134.3,499.24,32.7,3.67
358.97,Granit,6.72,129.24,353.88,27.02,6.31
294.09,Basalte,4.63,58.89,933.44,33.84,0.0
94.21,Schiste,7.28,410.44,54.27,18.46,16.8
138.2,Schiste,6.35,52.46,152.62,20.85,5.61
253.19,Calcaire,8.65,153.22,419.6,12.91,2.98
215.0,Calcaire,6.75,32.38,613.96,34.57,0.0
391.5,Gabbro,7.69,392.88,8.2,6.65,19.14
369.86,Gabbro,5.48,29.25,719.32,15.76,0.0
291.54,Calcaire,7.92,161.07,558.73,13.93,1.21
412.91,Gabbro,7.74,290.92,484.7,16.6,8.54
285.71,Granit,8.57,210.69,423.5,32.53,7.89
482.55,Granit,4.65,148.31,519.49,16.04,3.21
116.44,Gabbro,6.51,144.84,161.79,32.51,10.94
359.92,Calcaire,7.56,400.92,108.71,17.7,18.86
191.27,Granit,4.93,487.25,289.64,30.64,17.66
146.69,Schiste,6.35,180.54,709.5,20.65,0.0
98.39,Calcaire,8.74,29.18,588.29,14.34,0.0
280.73,Basalte,6.46,27.92,480.12,18.48,0.0
115.58,Basalte,8.93,382.01,571.52,17.73,6.47
108.17,Calcaire,4.76,280.66,559.26,12.8,3.36
495.36,Gabbro,7.73,393.96,307.04,13.69,15.58
402.86,Granit,7.11,351.77,97.46,10.59,15.57
376.66,Granit,6.75,454.68,896.78,15.08,2.89
399.09,Calcaire,8.87,444.05,599.91,23.73,11.79
484.77,Schiste,5.08,396.28,697.75,16.6,7.28
290.91,Gabbro,8.53,242.84,464.0,26.37,9.07
117.92,Schiste,7.61,160.98,756.48,34.61,0.0
432.48,Calcaire,5.67,258.44,584.5,16.31,5.6
373.94,Calcaire,8.56,256.02,53.8,18.88,16.24
213.01,Schiste,6.43,309.04,890.1,9.92,0.0
242.05,Basalte,8.16,101.19,305.54,16.77,4.36
211.51,Calcaire,6.25,331.25,137.89,26.8,16.49
465.67,Gabbro,8.33,233.73,88.04,11.52,14.26
178.33,Schiste,7.36,313.9,720.44,10.46,0.0
482.11,Basalte,5.13,127.41,703.97,16.29,0.0
456.03,Schiste,7.42,222.85,700.16,29.56,4.23
318.96,Basalte,5.36,113.0,915.75,23.71,0.0
294.11,Basalte,6.35,438.9,348.94,33.73,17.19
191.34,Gabbro,5.27,249.1,561.13,32.14,7.42
18.99,Calcaire,4.6,120.24,619.5,9.53,0.0
72.54,Basalte,5.45,30.19,979.48,6.28,0.0
379.57,Calcaire,6.91,341.11,312.35,16.97,12.97
241.05,Gabbro,6.67,115.18,956.33,20.66,0.0
83.42,Calcaire,6.76,494.9,148.73,20.47,18.79
139.34,Granit,5.61,271.51,764.0,9.02,0.0
474.44,Basalte,7.58,151.6,632.89,8.74,0.28
189.9,Gabbro,7.67,332.26,816.9,6.41,0.0
454.76,Schiste,6.11,144.86,28.69,30.53,15.3
159.27,Gabbro,8.47,411.93,78.13,33.43,21.33
276.18,Basalte,7.4,161.04,69.7,8.47,9.5
20.03,Gabbro,7.71,494.24,592.96,11.39,7.62
265.72,Schiste,5.75,306.52,602.94,7.7,3.03
322.1,Granit,4.5,423.76,906.1,31.33,4.96
124.81,Basalte,8.39,45.68,467.6,33.76,1.44
293.68,Basalte,8.2,180.67,68.05,12.85,11.39
327.11,Gabbro,5.05,371.37,209.53,14.11,15.62
346.57,Calcaire,6.18,330.98,8.07,15.88,18.43
390.44,Calcaire,7.48,105.18,776.71,20.07,0.0
162.56,Schiste,7.43,184.54,815.6,25.47,0.0
288.21,Granit,8.37,139.09,997.94,20.13,0.0
490.97,Granit,5.13,310.55,412.19,33.53,13.4
450.09,Gabbro,6.43,178.84,19.3,8.0,14.23
476.81,Gabbro,4.94,161.44,234.73,28.96,13.93
199.21,Calcaire,6.25,111.62,587.77,15.03,0.0
395.59,Granit,4.57,210.42,961.94,16.33,0.0
313.75,Granit,8.54,105.8,103.58,26.26,9.94
50.54,Granit,6.87,481.66,121.57,32.88,19.8
413.75,Schiste,8.32,85.71,701.76,26.49,0.0
341.78,Schiste,4.77,457.52,667.21,28.28,10.84
107.47,Gabbro,5.52,219.95,250.51,27.52,11.04
49.07,Calcaire,5.67,195.15,813.14,14.63,0.0
420.14,Basalte,6.24,123.35,128.78,27.71,12.91
48.66,Calcaire,8.11,321.52,925.74,28.54,0.0
54.76,Schiste,6.24,345.91,201.03,21.0,12.02
219.43,Schiste,5.42,239.11,81.35,21.1,12.98
76.05,Gabbro,4.79,37.3,339.52,27.79,3.92
457.7,Basalte,4.86,460.07,187.84,29.51,22.75
240.44,Granit,7.92,490.36,526.94,15.12,9.74
288.88,Basalte,6.5,221.21,686.85,29.05,3.21
464.77,Basalte,7.77,310.69,490.92,29.43,11.17
269.83,Basalte,7.57,230.65,660.61,12.02,0.05
183.26,Gabbro,5.11,167.72,364.92,26.51,7.49
400.61,Schiste,5.14,47.89,27.92,10.6,8.51
227.0,Granit,7.9,233.47,974.06,7.79,0.0
166.05,Basalte,7.75,411.01,819.41,22.24,3.97
364.38,Granit,6.2,18.35,73.42,32.26,10.29
402.79,Basalte,4.85,295.23,449.18,6.06,6.46
397.94,Schiste,4.55,441.58,635.02,29.8,12.07
489.06,Granit,5.8,116.6,190.59,20.19,9.55
395.47,Calcaire,4.54,99.8,577.99,30.83,3.84
387.27,Schiste,5.54,388.42,533.65,30.3,11.68
430.17,Granit,6.39,134.99,208.27,31.26,11.02
10.09,Basalte,5.05,104.07,141.21,28.07,7.99
187.59,Basalte,4.97,195.21,758.96,30.29,0.17
371.43,Schiste,8.53,202.33,322.59,10.28,6.54
303.86,Schiste,7.13,438.31,244.04,14.12,15.61
97.01,Basalte,8.71,313.04,737.88,12.27,0.0
158.83,Granit,6.06,208.92,736.07,27.27,0.0
175.03,Calcaire,7.55,271.85,276.4,9.61,7.98
288.24,Gabbro,5.42,477.44,872.57,10.47,4.46
417.48,Schiste,7.28,65.48,688.25,31.37,0.0
466.92,Basalte,5.08,111.78,345.76,26.18,8.37
377.55,Granit,4.51,481.64,427.49,31.26,16.76
423.05,Schiste,8.69,479.09,726.71,9.18,6.8
240.35,Granit,7.0,96.81,211.58,16.97,4.98
200.99,Schiste,8.67,81.1,468.76,13.49,0.0
202.43,Basalte,6.0,216.33,653.56,5.29,0.0
311.86,Granit,5.98,34.36,539.5,13.54,0.0
70.88,Basalte,6.3,330.9,608.33,16.39,3.01
293.95,Granit,7.68,47.97,546.21,7.77,0.0
335.92,Schiste,7.05,38.43,199.23,21.99,6.37
225.07,Gabbro,8.66,247.74,410.21,16.5,7.61
477.05,Gabbro,4.61,479.32,531.99,6.39,12.83
308.02,Calcaire,7.69,219.13,780.06,26.12,0.9
117.8,Calcaire,5.99,184.68,653.9,26.88,0.81
244.82,Basalte,5.31,499.0,426.59,30.03,16.99
340.95,Granit,6.8,270.66,974.4,19.57,0.0
168.58,Calcaire,6.77,193.87,107.8,34.06,14.45
49.02,Schiste,5.12,199.07,206.8,32.42,9.77
295.88,Gabbro,5.41,105.53,341.31,21.54,6.53
474.46,Granit,6.34,260.99,228.57,18.35,12.43
247.69,Gabbro,6.34,225.04,625.44,5.09,0.23
453.99,Granit,5.93,142.69,39.55,26.33,14.4
419.16,Calcaire,5.17,88.66,177.44,21.95,10.4
82.23,Calcaire,4.52,162.51,293.35,33.13,8.34
357.0,Basalte,8.87,259.25,683.35,22.83,3.56
223.38,Granit,8.75,38.58,875.86,34.79,0.0
132.62,Schiste,6.68,85.33,798.49,30.61,0.0
346.6,Calcaire,8.98,474.35,182.08,33.61,22.49
373.9,Basalte,7.53,276.0,565.41,14.83,5.34
98.15,Calcaire,4.81,41.09,30.02,9.48,6.32
458.08,Gabbro,5.03,349.61,310.54,28.91,16.96
378.06,Calcaire,8.62,40.28,805.98,28.59,0.0
467.35,Granit,7.34,372.05,456.67,11.34,9.87
165.37,Basalte,8.29,377.48,149.94,27.94,16.58
470.27,Granit,8.54,329.03,438.55,22.46,10.44
190.57,Schiste,6.52,368.78,198.03,8.29,12.09
36.45,Schiste,4.72,53.1,393.19,20.05,0.0
383.86,Calcaire,5.35,366.12,487.83,32.93,14.17
354.72,Basalte,4.8,76.98,349.56,20.19,4.56
302.98,Basalte,5.35,176.36,936.97,28.66,0.0
250.05,Basalte,6.35,471.95,562.53,5.87,8.53
25.76,Basalte,5.03,256.41,842.89,26.84,0.0
316.05,Calcaire,5.25,484.04,760.73,33.41,11.38
214.25,Granit,6.51,53.57,661.17,19.99,0.0
284.5,Calcaire,6.03,244.0,496.89,15.13,5.64
220.37,Granit,6.6,40.58,2.17,24.4,8.42
483.37,Gabbro,6.43,318.8,613.47,32.49,10.9
306.01,Gabbro,7.4,48.57,355.96,10.3,2.09
377.13,Granit,8.72,95.93,117.76,17.11,8.23
468.81,Calcaire,4.99,136.83,444.63,9.69,4.53
299.88,Schiste,4.95,376.88,735.55,19.9,4.68
15.91,Calcaire,8.34,90.34,961.68,21.21,0.0
26.8,Schiste,6.78,424.85,374.1,33.33,13.19
354.15,Calcaire,7.95,74.63,542.72,17.38,0.17
146.75,Basalte,5.47,27.27,851.24,22.01,0.0
293.9,Basalte,8.23,203.57,334.0,31.56,10.12
109.12,Gabbro,8.66,489.93,142.26,14.64,18.09
142.42,Gabbro,7.36,64.07,281.88,25.22,5.76
257.27,Granit,4.98,59.84,899.12,27.71,0.0
488.03,Schiste,8.53,378.07,159.39,14.92,16.97
311.97,Basalte,8.07,162.96,329.22,9.93,4.46
468.71,Calcaire,7.88,361.47,464.64,20.09,11.91
480.1,Granit,4.67,108.01,847.11,15.7,0.0
111.97,Calcaire,8.1,235.44,937.71,12.99,0.0
162.48,Basalte,5.12,139.99,425.81,34.2,5.51
387.3,Basalte,5.5,231.25,931.95,20.06,0.0
434.71,Basalte,7.1,386.86,161.46,30.69,20.41
264.42,Basalte,5.69,383.38,156.85,10.86,14.74
496.68,Calcaire,7.48,262.73,949.25,33.18,2.08
15.67,Granit,7.24,464.9,509.68,28.83,10.25
156.8,Basalte,4.99,139.25,185.91,29.26,9.57
315.35,Gabbro,7.45,127.75,487.99,16.69,3.34
239.95,Granit,8.66,310.77,783.21,19.57,0.0
67.14,Gabbro,5.22,314.44,826.92,22.8,0.93
190.22,Calcaire,7.19,32.8,863.97,28.69,0.0
22.47,Basalte,6.04,307.81,569.57,30.47,6.04
324.95,Granit,6.57,193.47,866.95,7.34,0.0
447.44,Basalte,5.79,376.25,510.03,32.12,14.2
443.59,Basalte,6.09,405.97,607.06,33.12,12.93
352.78,Granit,4.63,280.56,758.72,22.79,2.05
238.23,Basalte,8.92,10.84,425.44,10.6,0.0
260.9,Basalte,7.31,321.82,73.58,29.55,18.35
77.09,Schiste,6.75,376.95,350.17,21.46,10.66
177.1,Schiste,6.23,132.0,623.94,29.52,0.75
101.99,Granit,6.93,237.68,192.33,29.44,10.7
412.39,Granit,6.21,483.21,148.39,7.6,17.76
458.23,Basalte,6.12,156.08,293.08,23.21,9.62
273.09,Gabbro,6.59,119.35,32.11,19.49,12.17
366.6,Granit,5.74,113.32,743.42,33.38,0.0
69.52,Basalte,5.31,283.81,258.72,13.9,8.25
308.18,Gabbro,7.0,475.4,124.24,11.18,19.25
354.37,Schiste,8.29,308.26,699.13,31.91,5.93
231.86,Granit,5.19,158.63,842.93,9.46,0.0
129.2,Basalte,4.65,322.9,19.88,25.6,17.48
439.91,Schiste,5.61,316.17,233.6,14.0,12.85
374.03,Calcaire,8.91,302.49,945.23,22.04,0.0
450.93,Schiste,8.23,88.12,385.25,23.49,5.03
411.02,Basalte,7.18,320.94,938.59,17.52,0.0
495.28,Gabbro,8.68,220.78,274.21,34.25,15.75
104.16,Calcaire,6.5,19.11,218.07,8.95,1.03
52.51,Calcaire,8.92,274.48,214.11,16.74,9.69
175.13,Calcaire,5.83,494.74,85.23,17.91,20.29
73.21,Granit,5.58,181.37,896.43,23.93,0.0
266.33,Basalte,7.37,483.12,979.84,17.22,2.54
320.18,Calcaire,6.2,57.14,954.51,7.91,0.0
293.36,Schiste,7.32,368.9,852.03,33.42,4.76
137.03,Gabbro,5.87,66.02,846.89,17.48,0.0
455.32,Basalte,7.28,144.05,661.09,15.28,0.0
20.37,Schiste,5.74,289.71,826.21,18.4,0.0
180.53,Granit,4.73,300.46,208.34,11.5,9.54
362.31,Calcaire,8.6,389.85,387.91,8.01,10.66
385.8,Schiste,8.47,311.5,640.84,9.46,3.31
213.9,Basalte,8.87,300.87,874.77,10.0,0.0
18.29,Schiste,7.72,457.05,660.47,10.93,3.99
312.84,Granit,7.57,231.56,839.02,17.6,0.0
40.92,Gabbro,7.02,120.38,473.95,23.72,1.61
62.85,Calcaire,5.07,89.28,717.3,23.87,0.0
328.62,Basalte,5.35,206.0,979.98,5.0,0.0
163.12,Calcaire,5.8,359.25,153.49,32.63,17.71
180.53,Calcaire,8.51,30.85,926.92,29.69,0.0
248.54,Calcaire,5.28,73.24,522.36,33.92,3.44
489.5,Schiste,8.65,62.0,643.22,15.8,0.0
483.07,Schiste,6.85,296.77,877.87,24.94,2.01
213.97,Gabbro,7.72,129.0,409.65,10.04,2.62
140.09,Granit,5.0,91.47,418.69,29.51,1.98
158.27,Basalte,5.71,300.46,527.18,9.84,3.92
141.7,Schiste,8.81,383.04,19.1,14.78,16.06
270.8,Calcaire,5.7,172.76,496.67,19.73,3.84
307.36,Granit,5.83,293.32,291.09,22.84,11.81
249.5,Basalte,5.39,58.08,927.95,21.79,0.0
209.92,Basalte,5.08,468.24,87.74,8.06,18.15
113.53,Basalte,5.55,175.08,459.32,17.65,2.57
246.43,Basalte,7.39,498.78,947.47,32.69,6.97
177.14,Gabbro,6.55,489.51,901.04,31.17,7.49
275.38,Basalte,6.99,391.62,701.35,22.72,6.42
340.84,Granit,5.05,19.83,589.36,22.17,0.0
320.32,Schiste,8.11,276.3,280.73,8.35,8.89
236.62,Granit,8.03,52.55,366.96,11.01,0.0
282.47,Calcaire,4.6,448.62,90.13,12.58,19.21
149.58,Gabbro,6.23,396.92,786.11,19.65,4.27
21.88,Gabbro,4.81,486.45,323.87,26.94,16.1
316.26,Calcaire,8.06,308.11,667.78,18.82,4.62
133.76,Granit,7.82,265.86,357.59,8.78,4.7
337.79,Granit,8.56,264.3,464.33,18.18,6.38
376.03,Calcaire,5.56,199.36,555.0,9.88,2.88
458.8,Basalte,6.55,239.66,801.85,27.53,2.69
479.48,Basalte,5.33,321.35,211.16,10.0,13.51
15.16,Schiste,6.17,467.14,398.77,19.48,11.76
495.28,Granit,6.85,301.98,130.08,25.8,17.29
344.68,Granit,4.74,429.99,75.76,11.85,17.99
325.33,Calcaire,7.72,432.76,604.67,7.28,7.18
17.45,Calcaire,6.94,264.23,189.09,21.9,11.06
432.0,Basalte,8.23,180.26,59.8,6.63,11.69
81.29,Granit,5.72,323.39,897.1,22.63,0.0
420.29,Granit,8.56,228.48,534.31,27.6,6.08
17.63,Gabbro,8.99,49.91,134.63,14.88,4.47
326.52,Schiste,8.64,195.13,53.43,19.65,13.21
223.05,Schiste,8.0,497.1,119.86,32.86,22.62
108.38,Basalte,8.16,33.77,471.34,19.13,0.0
62.71,Granit,7.08,351.37,668.47,34.9,5.27
225.66,Gabbro,5.36,422.18,641.28,9.71,6.31
70.42,Granit,7.55,327.88,144.42,26.27,13.3
248.36,Calcaire,7.71,289.18,633.49,24.58,5.76
316.36,Basalte,8.93,356.7,404.87,31.17,13.03
415.42,Schiste,6.94,220.38,464.74,7.77,4.03
342.54,Granit,5.72,54.77,801.43,13.41,0.0
41.95,Basalte,7.58,481.56,332.5,8.97,11.9
160.64,Schiste,8.91,221.83,147.0,32.99,12.72
151.11,Granit,5.3,336.04,873.45,17.8,0.0
458.37,Gabbro,5.97,270.34,212.13,32.3,17.94
435.21,Basalte,6.94,36.79,294.03,13.83,3.78
191.37,Granit,5.27,476.85,706.59,8.79,4.26
44.87,Schiste,4.6,398.34,683.55,13.9,2.46
448.11,Schiste,6.02,83.06,800.4,22.92,0.0
445.21,Gabbro,8.39,491.01,183.87,30.36,23.98
428.83,Basalte,4.7,371.08,352.28,16.56,13.22
424.09,Basalte,6.43,241.44,125.88,32.44,16.92
245.32,Granit,7.93,309.57,541.04,12.33,3.61
96.94,Schiste,8.79,62.3,292.57,25.81,2.65
243.97,Schiste,8.93,284.6,688.94,27.07,3.56
252.35,Gabbro,6.4,46.09,0.34,13.22,9.33
250.07,Gabbro,8.78,276.98,59.68,5.81,12.97
274.0,Basalte,4.66,280.82,432.56,15.96,7.15
136.25,Schiste,7.86,438.48,958.18,6.36,0.0
189.46,Granit,7.39,365.28,890.85,32.02,2.42
222.75,Calcaire,5.62,132.28,994.01,33.61,0.0
74.25,Granit,6.78,445.33,416.83,27.06,12.07
233.13,Gabbro,5.08,290.89,46.57,26.8,17.86
407.13,Granit,8.42,307.13,305.96,12.23,9.71
415.75,Schiste,6.11,92.8,675.77,7.22,0.0
211.67,Basalte,7.32,430.31,135.16,29.06,19.76
264.22,Calcaire,5.21,466.17,299.97,21.77,16.86
26.49,Basalte,5.43,389.75,56.17,25.45,17.72
340.47,Calcaire,8.96,470.97,474.97,28.39,15.91
208.26,Calcaire,7.89,158.13,208.92,17.28,8.2
228.28,Schiste,8.83,431.95,91.25,9.34,16.1
438.1,Schiste,5.83,249.56,411.22,28.85,11.01
236.3,Gabbro,5.24,90.32,351.23,18.61,4.51
20.38,Gabbro,6.76,337.71,537.52,29.81,8.08
121.47,Calcaire,6.73,345.22,749.04,18.13,2.51
243.05,Gabbro,5.29,150.59,112.57,11.51,9.82
217.95,Schiste,7.8,23.47,791.13,10.13,0.0
431.58,Gabbro,6.13,107.93,26.29,27.32,15.37
275.65,Calcaire,5.34,205.89,443.1,22.25,7.28
347.92,Basalte,5.99,92.11,587.43,17.14,0.0
239.97,Granit,7.04,105.07,957.0,19.76,0.0
225.43,Gabbro,7.77,201.78,573.92,21.49,3.4
228.68,Schiste,6.67,481.28,158.75,12.18,17.45
211.35,Basalte,6.87,384.48,517.54,16.34,8.17
273.91,Schiste,5.13,166.68,395.78,13.77,4.33
132.72,Gabbro,8.62,476.29,479.36,16.65,11.91
446.62,Calcaire,8.68,326.37,197.1,20.02,15.96
173.21,Granit,7.58,233.17,500.83,10.2,0.95
82.29,Granit,4.58,239.47,150.04,16.81,8.91
